,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Species ,Injuries,Species
4158,Provoked,"Swimming, towing the shark",M,,Thigh bitten PROVOKED INCIDENT,N,"Nurse shark, 1.1 m [3.5'] ",Injured,Regular Shark
4159,Invalid,Swimming,F,,"Injuries caused by coral, not the  shark",,Invalid,Injured,Regular Shark
4160,Invalid,Spearfishing,M,,Injuries not caused by sharks,,Invalid,Injured,Regular Shark
4161,Provoked,Free diving,M,29,"Grabbed sharks tail, shark bit his thigh PROVOKED INCIDENT",N,"Nurse shark, 1.5 m [5'] ",Injured,Regular Shark
4162,Unprovoked,Diving,M,29,Right cheek bitten,N,"Mako shark, 100-kg [221-lb] ",Injured,Regular Shark
4163,Unprovoked,Paddling in knee-deep water,F,28,FATAL,Y,3 m [10'] shark,Injured,Regular Shark
4164,Unprovoked,Swimming with goggles,M,29,"FATAL, arm severed above elbow, abdomen & leg bitten  ",Y,3 m [10'] shark,Injured,Regular Shark
4165,Unprovoked,"Fishing, holding fish in his left hand",M,,Left forearm amputated,N,,Injured,Regular Shark
4166,Invalid,Spearfishing,M,21,"Disappeared while diving, speargun recovered, 2 large sharks in vicinity.",,Shark involvement prior to death was not confirmed,Injured,Regular Shark
4167,Provoked,Spearfishing on Scuba,M,18,Chest bitten by speared shark PROVOKED INCIDENT,N,"Nurse shark, 1.5 m [5'] ",Injured,Regular Shark
4168,Unprovoked,Spearfishing / swimming on surface,M,17,Right leg lacerated,N,,Injured,Regular Shark
4169,Unprovoked,Body surfing,M,14,"Laceration to left ankle, heel and little toe",N,6' shark,Injured,Regular Shark
4170,Invalid,,M,50,Torso recovered from 206-lb shark,,Shark involvement prior to death was not confirmed,Injured,Regular Shark
4171,Unprovoked,Swimming,M,,FATAL,Y,White shark,Injured,White Shark
4172,Provoked,Spearfishing,M,,Calf avulsed by shark he was holding by the tail PROVOKED INCIDENT,N,<1 m shark,Injured,Regular Shark
4173,Provoked,Placed hand in disemboweled sharks jaws,,,Hand lacerated PROVOKED INCIDENT,N,,Injured,Regular Shark
4174,Provoked,Skindiving,M,,"Boy seized shark by its tail, shark bit boys forearm  PROVOKED INCIDENT",N,"18"" to 24"" shark",Injured,Regular Shark
4175,Unprovoked,,,,FATAL,Y,,Injured,Regular Shark
4176,Unprovoked,Spearfishing,M,,"FATAL, back & buttocks bitten ",Y,,Injured,Regular Shark
4177,Unprovoked,Spearfishing,M,,"FATAL, severe abdominal injuries ",Y,Several sharks involved,Injured,Regular Shark
4178,Unprovoked,"Fishing, holding fish",M,,Hand holding the fish was bitten in all 3 cases,N,,Injured,Regular Shark
4180,Unprovoked,"Fishing, walking in river to cast",M,,"FATAL, right leg severed above knee  ",Y,,Injured,Regular Shark
4182,Unprovoked,Standing,F,14,"Left arm severed, torso bitten, thigh lacerated, many abrasions",N,1.8 m [6'] shark,Injured,Regular Shark
4183,Unprovoked,Skindiving,M,20,Lacerations on head & neck,N,,Injured,Regular Shark
4184,Unprovoked,Floating,M,23,"FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten  ",Y,>3 m [10'] shark,Injured,Regular Shark
4185,Unprovoked,Standing,M,15,"FATAL, multiple, severe injuries  ",Y,,Injured,Regular Shark
4186,Unprovoked,Body surfing,M,16,"Left leg severed at knee, part of left thigh removed",N,,Injured,Regular Shark
4187,Sea Disaster,Air/Sea Disaster Pan-American Airlines Stratocruiser with 44 people onboard crashed into the sea,,,Navy personnel recovered 19 shark-scavenged bodies,N,,Injured,Regular Shark
4189,Unprovoked,,M,22,FATAL,Y,,Injured,Regular Shark
4190,Unprovoked,,F,28,FATAL,Y,,Injured,Regular Shark
4191,Unprovoked,,M,,Survived,N,Identified as carcharinid shark (based on its behavior) by Dr. D.P. L. Schultz; mako shark according to Huges,Injured,Regular Shark
4192,Provoked,Attempting to net shark in shark channel,M,,Legs bitten PROVOKED INCIDENT,N,"2.7 m [9'] bull shark, identified by Capt. W. Gray",Injured,Regular Shark
4194,Unprovoked,Swimming,M,57,"FATAL, knee bitten  ",Y,White shark,Injured,White Shark
4195,Unprovoked,Diving for trochus,M,36,Right hand and arm bitten,N,9' shark,Injured,Regular Shark
4197,Unprovoked,Competing in spearfishing championship & towing dead fish,M,28,Thigh bitten & few lacerations on abdomen & buttock,N,4.6 m [15'] shark,Injured,Regular Shark
4198,Unprovoked,Fishing,M,,Legs nipped & he bit shark's snout,N,,Injured,Regular Shark
4199,Unprovoked,3 men & 2 boys picked up wearing life jackets and with inner tube,M,,Leg lacerated,N,,Injured,Regular Shark
4200,Unprovoked,Swimming,M,25,"FATAL, seen with arm in mouth of shark. Body not recovered.  ",Y,White shark,Injured,White Shark
4201,Unprovoked,Surfing,M,15,Minor injuries,N,Wobbegong shark?,Injured,Regular Shark
4202,Provoked,Standing,M,17,Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  ,N,4 m [13'] shark,Injured,Regular Shark
4203,Unprovoked,Swimming between  anchored  pearling luggers,M,22,"Left arm bitten, surgically amputated",N,Shark seen feeding on turtle scraps thrown overboard prior to incident.,Injured,Regular Shark
4204,Unprovoked,Diving from canoe,M,17,Injured while Sonieva was transferred to another canoe,N,,Injured,Regular Shark
4205,Unprovoked,Diving from canoe,M,15,Leg severed,N,,Injured,Regular Shark
4206,Unprovoked,Spearfishing,M,,Right arm & forearm injured,N,,Injured,Regular Shark
4207,Unprovoked,Floating,M,,Foot bitten,N,1.2 m  [4'] shark,Injured,Regular Shark
4208,Unprovoked,,M,,Man landed at Cape Levêque lighthouse in critical condition after being bitten by a shark. Not known if he survived.,UNKNOWN,,Injured,Regular Shark
4209,Unprovoked,Skindiving for specimens,M,,Minor injuries,N,Said to involve a large mako shark,Injured,Regular Shark
4210,Unprovoked,Wading,M,12,FATAL,Y,,Injured,Regular Shark
4211,Invalid,Fishing,M,,"FATAL, but shark involvement not confirmed",,Shark involvement prior to death was not confirmed,Injured,Regular Shark
4212,Unprovoked,Bathing,,,Injured by shark,N,1.5 m [5'] shark,Injured,Regular Shark
4213,Invalid,,,2 to 3 months,"FATAL, but was it an accident or infanticide?",,3.7 m [12'] shark,Injured,Regular Shark
4215,Unprovoked,Fishing for sharks,M,18,"FATAL, became entangled in fishing line and pulled below the surface ",Y,,Injured,Regular Shark
4217,Unprovoked,Fishing,M,30,Right foot lacerated,N,,Injured,Regular Shark
4218,Unprovoked,,M,,Survived,N,Bull shark,Injured,Regular Shark
4219,Unprovoked,Fishing,M,,"FATAL, multiple injuries ",Y,,Injured,Regular Shark
4220,Unprovoked,,M,,Survived,N,Bull shark,Injured,Regular Shark
4221,Unprovoked,Dynamiting fish,M,,FATAL,Y,,Injured,Regular Shark
4222,Unprovoked,Spearfishing,M,19,"FATAL, left leg severed at hip, left torso removed ",Y,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,Injured,Tiger Shark
4223,Unprovoked,Spearfishing,M,16,"FATAL, left arm, shoulder & chest bitten ",Y,,Injured,Regular Shark
4224,Unprovoked,Swimming,M,,FATAL,Y,,Injured,Regular Shark
4225,Provoked,Fishing,M,70,Bitten in cockpit of boat by shark caught 30 minutes earlier PROVOKED INCIDENT,N,"Mako shark, 125-lb ",Injured,Regular Shark
4226,Unprovoked,Free diving for sinkers,M,29,Right heel lacerated & swim fin removed by shark,N,"White shark, according to witnesses",Injured,White Shark
4227,Unprovoked,"Spearfishing, holding 5' speared fish",M,,"Left forearm & hand bitten, surgically amputated ",N,3.7 m [12'] shark,Injured,Regular Shark
4228,Unprovoked,"Skindiving, fish at belt",M,19,Right thigh bitten,N,Lemon shark,Injured,Regular Shark
4229,Unprovoked,Fishing,M,,FATAL,Y,,Injured,Regular Shark
4230,Unprovoked,Surf fishing,M,27,Posterior left ankle bitten,N,a sand shark,Injured,Regular Shark
4231,Unprovoked,Climbing back on ship,M,,FATAL,Y,Blue shark,Injured,Regular Shark
4232,Unprovoked,Fishing,M,,FATAL,Y,Tiger shark,Injured,Tiger Shark
4233,Unprovoked,Scuba diving,M,,Survived,N,"White shark, 13'10"", 1320-lb female ",Injured,White Shark
4234,Unprovoked,Fishing ,M,34,"FATAL, tissue removed from abdomen & thigh  ",Y,4.3 m [14'] shark,Injured,Regular Shark
4235,Unprovoked,Fishing,M,,"Leg bitten, but survived",N,,Injured,Regular Shark
4236,Unprovoked,Skin diving,M,13,FATAL,Y,,Injured,Regular Shark
4237,Provoked,Diving,M,,Laceration to arm when his dive buddy grabbed the shark PROVOKED INCIDENT,N,"Wobbegong shark, 4' ",Injured,Regular Shark
4238,Unprovoked,Swimming near pier,M,10,"Lacerated thigh, hand & shoulder",N,"White shark, 2.7 m [9'] ",Injured,White Shark
4240,Provoked,Attempting to kill a shark with explosives,M,,"FATAL, PROVOKED INCIDENT",Y,,Injured,Regular Shark
4241,Provoked,Attempting to kill a shark with explosives,M,,"FATAL, PROVOKED INCIDENT",Y,,Injured,Regular Shark
4243,Unprovoked,Fishing,M,,"Leg severed, but survived",N,,Injured,Regular Shark
4244,Unprovoked,Fishing,M,,Leg & foot lacerated,N,2.3 m [7'] shark,Injured,Regular Shark
4245,Provoked,Floating in inner tube,M,13,FATAL. His brother speared a shark which then attacked Jose & severed his leg at knee. PROVOKED INCIDENT  ,Y,,Injured,Regular Shark
4246,Provoked,Fishing,M,38,Finger bitten by hooked shark PROVOKED INCIDENT,N,8-lb shark,Injured,Regular Shark
4247,Unprovoked,Swimming,M,40,FATAL,Y,White shark,Injured,White Shark
4248,Unprovoked,Wading,F,38,Lacerations to legs,N,,Injured,Regular Shark
4249,Unprovoked,Swimming,M,7,Arm & leg injured,N,,Injured,Regular Shark
4250,Unprovoked,"Line fishing from Lakotoi, saw shoal of fish, dived overboard, had speared second fish & surfaced for air",M,,"6"" gashes in foot & leg ",N,2.3 m [7'] shark,Injured,Regular Shark
4251,Boating,Longling fishing,M,23,"FATAL. Shark sank fishing boat, causing death by drowning",Y,,Injured,Regular Shark
4252,Sea Disaster,Air/Sea Disaster,,,FATAL x 6,Y,,Injured,Regular Shark
4254,Unprovoked,"Free diving, working on U/W scenes for motion picture",M,30,FATAL,Y,,Injured,Regular Shark
4255,Unprovoked,Diving,,,"""Badly bitten by shark""",N,,Injured,Regular Shark
4257,Unprovoked,Bathing,M,13,"Right thigh gashed, swim fin torn",N,,Injured,Regular Shark
4258,Unprovoked,"Swimming, attacked at  surf carnival",M,26,FATAL,Y,3.7 m [12'] shark & may have been another shark nearby,Injured,Regular Shark
4260,Unprovoked,Diving into water,M,15,"FATAL, large amount of tissue removed from leg, artery severed  ",Y,1.8 m [6'] shark,Injured,Regular Shark
4261,Unprovoked,Swimming,M,8,Punctures to calves,N,,Injured,Regular Shark
4262,Unprovoked,Diving for trochus,M,18,Lacerations to thighs,N,,Injured,Regular Shark
4263,Unprovoked,Swimming,M,33,"FATAL, leg severed ",Y,,Injured,Regular Shark
4265,Unprovoked,Diving,M,,Lower leg & foot lacerated,N,,Injured,Regular Shark
4266,Sea Disaster,Shipwreck,M,,FATAL,Y,,Injured,Regular Shark
4267,Unprovoked,Swimming off yacht,F,15,FATAL,Y,White shark,Injured,White Shark
4268,Provoked,Removing shark from net ,M,,Punctures on shin & calf PROVOKED INCIDENT,N,40-lb sand shark,Injured,Regular Shark
4270,Unprovoked,,,,"Non-fatal, treated at Misima Hospital",N,,Injured,Regular Shark
4271,Unprovoked,,M,,Right calf bitten,N,,Injured,Regular Shark
4272,Unprovoked,,M,,"FATAL, head & neck bitten  ",Y,,Injured,Regular Shark
4275,Unprovoked,Swimming,M,8,Right thigh bitten,N,Wobbegong shark,Injured,Regular Shark
4276,Unprovoked,Spearfishing,M,,Right arm severely bitten,N,,Injured,Regular Shark
4277,Provoked,Spearfishing & lassoed shark,M,28,Lassoed shark bit his hand PROVOKED INCIDENT,N,6' shark,Injured,Regular Shark
4278,Sea Disaster,"""Flying Tiger"" transport plane went down with 5 men onboard",M,,FATAL,Y,Survivors said 2 species of sharks were involved:  oceanic whitetip sharks and another species,Injured,White Shark
4279,Sea Disaster,"""Flying Tiger"" transport plane went down with 5 men onboard",M,,Bitten several times before being rescued after 43 hours in the sea by the freighter Stell Advocate,N,"Survivors said 2 species of sharks were involved:  oceanic whitetip sharks and another species,",Injured,White Shark
4280,Unprovoked,Hunting turtle,M,,Arm bitten,N,,Injured,Regular Shark
4281,Unprovoked,Swimming near breakwater,M,16,Dorsum of right foot lacerated,N,,Injured,Regular Shark
4282,Unprovoked,,M,,Minor injury,N,,Injured,Regular Shark
4283,Unprovoked,Fishing,M,,FATAL,Y,,Injured,Regular Shark
4284,Provoked,Surfing,M,25,"Surfer grabbed shark, which turned & bit him and 2 lifeguards PROVOKED INCIDENT",N,5' thresher or blue shark. The shark  was killed following the incident,Injured,Regular Shark
4285,Unprovoked,Swimming,F,32,FATAL,Y,White shark,Injured,White Shark
4286,Unprovoked,Swimming,M,28,"FATAL, abdomen bitten  ",Y,Blue shark,Injured,Regular Shark
4287,Provoked,Fishing,M,,Finger bitten by hooked shark PROVOKED INCIDENT,N,"""a small shark""",Injured,Regular Shark
4289,Boating,Fishing,,,Whelan's head was injured when he fell to the deck as shark rammed boat,N,Tooth fragments recovered from hull,Injured,Regular Shark
4290,Unprovoked,,M,22,FATAL,Y,Blue shark,Injured,Regular Shark
4291,Unprovoked,Wading,M,13,Bites on legs & thighs,N,0.7 m [2.5'] sand shark,Injured,Regular Shark
4292,Unprovoked,Swimming,M,,FATAL,Y,"White shark, 6.5 m ",Injured,White Shark
4293,Unprovoked,Swimming,F,,"FATAL, back lacerated, arm & leg severed  ",Y,2.4 m [8']  shark,Injured,Regular Shark
4294,Provoked,Spearfishing,M,28,Diver hit shark & right forearm slightly injured PROVOKED INCIDENT,N,2 m [6.75'] shark,Injured,Regular Shark
4295,Unprovoked,Spearfishing,M,,"Right forearm severely lacerated, left arm & hand lacerated",N,,Injured,Regular Shark
4296,Unprovoked,Spearfishing or fishing,M,,Left shoulder bitten,N,6' shark,Injured,Regular Shark
4298,Unprovoked,"Fishing from boat, Kaimamla",M,,Hand bitten,N,,Injured,Regular Shark
4299,Unprovoked,Body surfing,M,22,FATAL,Y,,Injured,Regular Shark
4300,Unprovoked,Swimming with speared fish,M,,Left leg bitten,N,"""small brown-colored shark""",Injured,Regular Shark
4301,Provoked,"Competing in U/W endurance record, standing beside drum in 10' of water",M,25,Leg of wetsuit torn after spear fired at shark  PROVOKED INCIDENT,N,,Injured,Regular Shark
4303,Unprovoked,Spearfishing,M,19,"Swimfin & 2 wool socks removed by shark, suit torn",N,"White shark, 5 m to 6 m [16.5' to 20] ",Injured,White Shark
4304,Unprovoked,Swimming,M,25,"FATAL, legs bitten ",Y,3.6 m  white shark  (or bronze whaler),Injured,White Shark
4305,Unprovoked,Fishing,M,25,Leg bitten,N,,Injured,Regular Shark
4309,Unprovoked,Crossing the bay at the ford,M,,"FATAL, leg bitten ",Y,,Injured,Regular Shark
4311,Provoked,Fishing,M,,Forearm slashed wrist to elbow by hooked shark he was trying to club to death  PROVOKED INCIDENT,N,"""a little shark""",Injured,Regular Shark
4312,Unprovoked,Standing in knee-deep water,M,16,FATAL,Y,,Injured,Regular Shark
4313,Invalid,Swimming,M,,Right leg allegedly bitten by a bull shark,,Questionable incident,Injured,Regular Shark
4314,Unprovoked,Spearfishing,M,12,Swim fin & foot bitten,N,1.5 m [5'] shark,Injured,Regular Shark
4315,Unprovoked,,M,,Back bitten,N,,Injured,Regular Shark
4316,Unprovoked,Dived overboard & was swimming near stern of trawler,M,27,FATAL,Y,,Injured,Regular Shark
4317,Unprovoked,Swimming,M,23,FATAL,Y,,Injured,Regular Shark
4318,Unprovoked,Swimming near canoe,M,,"FATAL, abdomen & thigh bitten",Y,,Injured,Regular Shark
4319,Unprovoked,Swimming,M,16,Shallow lacerations on torso,N,,Injured,Regular Shark
4320,Unprovoked,Spearfishing,M,,Shoulder bitten,N,"Blacktip reef shark, 1.5 m [5'] ",Injured,Regular Shark
4321,Sea Disaster,"American freighter Mormackite, bound from Buenos Aires for Baltimore, capsized & sank in heavy seas",M,,Rescue aircraft saw bodies in the water being bitten by sharks. One survivor saw a shark take off a mans leg & another reported that the second cook was killed by a shark,Y,,Injured,Regular Shark
4322,Provoked,Fishing  (trawling),M,62,Arm broken by tail of netted shark PROVOKED INCIDENT,N,20' shark,Injured,Regular Shark
4324,Invalid,,M,13,Body found in gut of 2000-lb white shark,,Shark involvement prior to death was not confirmed,Injured,Regular Shark
4325,Unprovoked,Swimming,M,35,Minor bruises & abrasions on leg,N,1.5 m [5'] shark,Injured,Regular Shark
4326,Unprovoked,Swimming,M,20,"FATAL, leg severely bitten",Y,,Injured,Regular Shark
4327,Unprovoked,"Spearfishing, hunting crayfish",M,35,"FATAL, after being bitten by shark, he was picked up by 85' trochus vessel Toorah that wrecked. His wounds reopened & he died ",Y,9' shark,Injured,Regular Shark
4328,Unprovoked,Spearfishing,M,27,Abdomen injured,N,,Injured,Regular Shark
4329,Provoked,Spearfishing,M,,Knee bitten by shark that his dive buddy had shot  PROVOKED INCIDENT,N,"Nurse shark, 58"", 34-lb ",Injured,Regular Shark
4330,Provoked,Spearfishing,M,,Right thigh & left calf injured by speared shark  PROVOKED INCIDENT,N,"Nurse shark, 58"", 34-lb ",Injured,Regular Shark
4331,Unprovoked,"Tuna fishing, standing on stern platform that was submerged by waves",M,34,4 lacerations on dorsum of right foot ,N,,Injured,Regular Shark
4332,Unprovoked,Closed circuit diving (submerged). Diving to recover jettisoned packets of opium for police,M,28,"FATAL, abdomen, buttock, right thigh & hands bitten ",Y,,Injured,Regular Shark
4334,Unprovoked,Swimming,M,,FATAL,Y,,Injured,Regular Shark
4335,Unprovoked,,,,Small wound on upper thigh,N,"Nurse shark, 2.5' ",Injured,Regular Shark
4336,Unprovoked,Swimming,M,22,"Left thigh bitten, chest lacerated  & defense wounds on foot, fingers and hands",N,"2.4 m [8'] shark, possibly a dusky shark",Injured,Regular Shark
4337,Unprovoked,Swimming,M,,FATAL,Y,,Injured,Regular Shark
4338,Invalid,,,,Human remains found in shark,,Shark involvement prior to death was not confirmed,Injured,Regular Shark
