,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Species ,Injuries,Species,Arms,Legs,Chest,Thighs,Hands,Heads,Feet,Fingers,Necks,Backs,Shoulders,Toes
1154,Unprovoked,Fishing,M,,Severe laceration to finger,N,,Injured,Regular Shark,False,False,False,False,False,False,False,True,False,False,False,False
1156,Unprovoked,Surfing,M,33,Severe injury to hand ,N,"White shark, 2.5m ",Injured,White Shark,False,False,False,False,True,False,False,False,False,False,False,False
1157,Unprovoked,"Diving, but on the surface when bitten by the shark",M,31,Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later,N,"Bull shark, 2.7 m ",Injured,Regular Shark,False,True,False,True,True,False,False,False,False,False,False,False
1158,Sea Disaster,Air Disaster,M,,It is probable that all 5 passengers died on impact. The body of one was scavenged by a shark,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1161,Provoked,Fishing,M,49,Left forearm bitten PROVOKED INCIDENT,N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
1162,Invalid,,M,17,Probable drowning with post-mortem bites,,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1163,Unprovoked,Spearfishing,M,15,Severe lacerations to lower left leg,N,Bull shark,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
1165,Unprovoked,Swimming,M,19,Hand injured,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1166,Unprovoked,Swimming,M,25,FATAL,Y,Tiger shark,Injured,Tiger Shark,False,False,False,False,False,False,False,False,False,False,False,False
1167,Invalid,Swimming,M,17,"Drowned, body scavenged by shark",,Invalid,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1170,Unprovoked,,,,FATAL,Y,White sharks,Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
1171,Unprovoked,Snorkeling,M,24,Puncture wounds to right calf,N,"Dusky shark, 2m",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1172,Unprovoked,Surfing,F,13,Severe lacerations to right leg,N,"White shark, 5m",Injured,White Shark,False,True,False,False,False,False,False,False,False,False,False,False
1173,Unprovoked,Surfing,M,31,Left thigh severely bitten,N,"White shark, 3.5m",Injured,White Shark,False,False,False,True,False,False,False,False,False,False,False,False
1175,Unprovoked,Surfing,M,22,Right lower leg bitten & defense wounds to hand,N,,Injured,Regular Shark,False,True,False,False,True,False,False,False,False,False,False,False
1176,Unprovoked,Swimming,M,49,Posterior thigh bitten,N,Broadnose sevengill shark,Injured,Regular Shark,False,False,False,True,False,False,False,False,False,False,False,False
1177,Unprovoked,Spearfishing,,,Lacerations to right calf,N,Bull shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1178,Invalid,Crabbing,,,"Reports said a shark attacked the dinghy, but Vickery said it did not",,No shark involvement,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1182,Unprovoked,Snorkeling,M,51,FATAL,Y,4 to 5m white shark,Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
1184,Unprovoked,Fishing,M,,Lacerations to left calf and ankle,N,Bronze whaler shark?,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1185,Provoked,Fishing,M,15,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ",N,"Raggedtooth shark, 2m",Injured,Regular Shark,False,False,False,True,False,False,False,False,False,False,False,False
1186,Boating,Fishing,,,Shark bit boats sea anchor,N,"White shark, 4.5 to 5 m ",Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
1187,Unprovoked,Spearfishing,M,,FATAL,Y,Zambesi shark?,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1188,Unprovoked,Scuba diving,F,,Lacerations to fingers,N,Oceanic whitetip shark,Injured,White Shark,False,False,False,False,False,False,False,True,False,False,False,False
1189,Sea Disaster,Sinking of the cargo ship Mark Jason,M,,"Of the 20 crew, 4 were bitten by shark. None of their iinjuries were life-threatening",N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1190,Unprovoked,,F,,Leg bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1192,Sea Disaster,Fishing boat swamped in storm,M,45,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1193,Unprovoked,Fishing,M,39,Torso & righ arm bitten FATAL,Y,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
1194,Provoked,Scuba diving,M,34,Small laceration to head from captive shark,N,"Grey nurse shark, 3m",Injured,Regular Shark,False,False,False,False,False,True,False,False,False,False,False,False
1195,Unprovoked,Spearfishing,M,24,Legs bitten,N,Lemon shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1196,Provoked,Fishing,M,50,Right leg injured by hook and hooked shark PROVOKED INCIDENT,N," reef shark, 1.8m",Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
1198,Unprovoked,Fishing,M,11,Lacerations,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1199,Unprovoked,Spearfishing,M,43,Calf bitten,N,5 m white shark,Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
1200,Unprovoked,Surfing,M,44,Small puncture wounds to the heel of left foot,N,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
1201,Unprovoked,Surfing,M,40,Right foot bitten,N,+3' shark,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
1202,Provoked,Swimming,M,43,Right hand lacerated by netted shark PROVOKED INCIDENT,N,Bronze whaler shark,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
1203,Unprovoked,Swimming,M,32,Lacerations to foot,N,2' to 3' juvenile shark,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
1204,Unprovoked,Surfing,M,40,Bitten on right thigh & calf,N,Tiger shark,Injured,Tiger Shark,False,False,False,True,False,False,False,False,False,False,False,False
1206,Unprovoked,Surfing,M,51,Shark became tangled in his surfboard leash. The surfer was not injured,N,3 m shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1207,Unprovoked,Surfing,M,43,Minor injury to foot,N,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
1208,Unprovoked,Surfing,M,15,Minor injury to foot,N,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
1209,Unprovoked,Surfing,M,52,Shark bumped right ankle,N,4' shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1210,Unprovoked,Surfing,M,,Right hand bitten,N,,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
1212,Invalid,Swimming,M,27,Death was probably due to drowning,,Shark involvement not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1213,Provoked,Fishing,M,52,Wrist bitten by hooked shark PROVOKED INCIDENT,N,Blue shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1214,Unprovoked,Surfing,M,19,Superfical cut to left ankle,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1215,Unprovoked,Surfing,M,26,Lacerations to lower left leg,N,6' shark,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
1216,Unprovoked,"Swimming, towing surfboard",M,20,Minor injury to left foot,N,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
1217,Invalid,Surfing,F,20,Calf bitten,,Shark involvement not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1218,Unprovoked,Swimming,M,47,3 lacerations to forearm,N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
1219,Invalid,,M,7,Minor injuries,,Shark involvement not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1220,Unprovoked,Treading water,F,38,Severe lacerations to left foot,N,8' bull shark or Caribbean reef shark,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
1221,Unprovoked,Wading,F,13,Puncture wounds & 3-inch laceration to right calf,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1224,Unprovoked,,M,,Lacerations to fingers,N,White shark,Injured,White Shark,False,False,False,False,False,False,False,True,False,False,False,False
1225,Unprovoked,Swimming or surfing,M,,5 lacerations to left foot,N,3'  shark,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
1226,Unprovoked,Swimming,M,33,3 puncture wounds to toe,N,2'  shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,True
1227,Unprovoked,Swimming,M,,Minor injury,N,2' to 3' reef shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1228,Unprovoked,Surfing,M,17,Right foot bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
1229,Unprovoked,Snorkeling,F,44,Forearm bitten ,N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
1230,Unprovoked,Wading,M,9,Minor lacerations to  toe,N,3' shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,True
1231,Unprovoked,Wading,F,8,Lacerations to dorsum of right foot ,N,3' to 4' shark,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
1232,Provoked,Surfing,M,15,Foot bitten after he stepped on the shark PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1233,Unprovoked,Wading,M,16,Lacerations to lower left leg,N,4' shark,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
1234,Unprovoked,Diving,M,,Leg severed,N,Oceanic whitetip shark,Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
1235,Invalid,Body surfing,M,52,"Bruises, abrasions and some spinal and nerve damage when collided with marine animal, possibly a shark or dolphin.",,Shark involvement not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1236,Unprovoked,Surfing,M,24,Laceration to foream,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1237,Unprovoked,Swimming,F,14,Lacerations to  right foot,N,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
1238,Unprovoked,,F,17,Lacerations to right foot,N,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
1240,Invalid,Wading,M,53,Probable drowning with post-mortem bites,,Shark involvement prior to death not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1241,Unprovoked,Spearfishing,M,42,Lacerations to calf,N,"Bull shark, 6' to 7'",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1244,Unprovoked,Surfing,M,29,Minor laceration to foot,N,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
1245,Unprovoked,Swimming,M,37,Lacerations to hand,N,4.5 to 5' shark,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
1248,Unprovoked,Wading,F,35,Lacerations to lower right calf,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1249,Unprovoked,Surfing,M,14,Laceration to left leg & foot,N,,Injured,Regular Shark,False,True,False,False,False,False,True,False,False,False,False,False
1250,Unprovoked,Body surfing,M,40,Lacerations & abrasions to right hand,N,,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
1252,Unprovoked,Body surfing,F,15,Foot bitten,N,5' shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1253,Unprovoked,Swimming,M,14,"Hand severed, buttocks bitten",N,Bull shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1254,Unprovoked,Surfing,M,9,Biceps & lower arm bitten,N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
1255,Sea Disaster,Sea Disaster,M,,Boat capsized in squall. 2 bodies scavenged  by sharks,N,Tiger sharks in area,Injured,Tiger Shark,False,False,False,False,False,False,False,False,False,False,False,False
1256,Unprovoked,Surfing,M,49,Lacerations to right forearm and hand,N,3 m shark,Injured,Regular Shark,True,False,False,False,True,False,False,False,False,False,False,False
1257,Unprovoked,Surfing,M,21,FATAL,Y,2 m shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1258,Unprovoked,Night diving,M,28,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
1259,Unprovoked,Swimming,M,37,Severe lacerations to left leg,N,"White shark, 4m",Injured,White Shark,False,True,False,False,False,False,False,False,False,False,False,False
